PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
608,1,1,"Daniel, Mr. Robert Williams",1,27,0,0,113804,30.5,0,1
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",2,22,1,2,SC/Paris 2123,41.5792,0,2
610,1,1,"Shutes, Miss. Elizabeth W",2,40,0,0,PC 17582,153.4625,3,1
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",2,39,1,5,347082,31.275,0,1
612,0,3,"Jardin, Mr. Jose Neto",1,0,0,0,SOTON/O.Q. 3101305,7.05,0,1
613,1,3,"Murphy, Miss. Margaret Jane",2,0,1,0,367230,15.5,0,3
614,0,3,"Horgan, Mr. John",1,0,0,0,370377,7.75,0,3
615,0,3,"Brocklebank, Mr. William Alfred",1,35,0,0,364512,8.05,0,1
616,1,2,"Herman, Miss. Alice",2,24,1,2,220845,65,0,1
617,0,3,"Danbom, Mr. Ernst Gilbert",1,34,1,1,347080,14.4,0,1
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",2,26,1,0,A/5. 3336,16.1,0,1
619,1,2,"Becker, Miss. Marion Louise",2,4,2,1,230136,39,6,1
620,0,2,"Gavey, Mr. Lawrence",1,26,0,0,31028,10.5,0,1
621,0,3,"Yasbeck, Mr. Antoni",1,27,1,0,2659,14.4542,0,2
622,1,1,"Kimball, Mr. Edwin Nelson Jr",1,42,1,0,11753,52.5542,4,1
623,1,3,"Nakid, Mr. Sahid",1,20,1,1,2653,15.7417,0,2
624,0,3,"Hansen, Mr. Henry Damsgaard",1,21,0,0,350029,7.8542,0,1
625,0,3,"Bowen, Mr. David John ""Dai""",1,21,0,0,54636,16.1,0,1
626,0,1,"Sutton, Mr. Frederick",1,61,0,0,36963,32.3208,4,1
627,0,2,"Kirkland, Rev. Charles Leonard",1,57,0,0,219533,12.35,0,3
628,1,1,"Longley, Miss. Gretchen Fiske",2,21,0,0,13502,77.9583,4,1
629,0,3,"Bostandyeff, Mr. Guentcho",1,26,0,0,349224,7.8958,0,1
630,0,3,"O'Connell, Mr. Patrick D",1,0,0,0,334912,7.7333,0,3
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",1,80,0,0,27042,30,1,1
632,0,3,"Lundahl, Mr. Johan Svensson",1,51,0,0,347743,7.0542,0,1
633,1,1,"Stahelin-Maeglin, Dr. Max",1,32,0,0,13214,30.5,2,2
634,0,1,"Parr, Mr. William Henry Marsh",1,0,0,0,112052,0,0,1
635,0,3,"Skoog, Miss. Mabel",2,9,3,2,347088,27.9,0,1
636,1,2,"Davis, Miss. Mary",2,28,0,0,237668,13,0,1
637,0,3,"Leinonen, Mr. Antti Gustaf",1,32,0,0,STON/O 2. 3101292,7.925,0,1
638,0,2,"Collyer, Mr. Harvey",1,31,1,1,C.A. 31921,26.25,0,1
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",2,41,0,5,3101295,39.6875,0,1
640,0,3,"Thorneycroft, Mr. Percival",1,0,1,0,376564,16.1,0,1
641,0,3,"Jensen, Mr. Hans Peder",1,20,0,0,350050,7.8542,0,1
642,1,1,"Sagesser, Mlle. Emma",2,24,0,0,PC 17477,69.3,2,2
643,0,3,"Skoog, Miss. Margit Elizabeth",2,2,3,2,347088,27.9,0,1
644,1,3,"Foo, Mr. Choong",1,0,0,0,1601,56.4958,0,1
645,1,3,"Baclini, Miss. Eugenie",2,0.75,2,1,2666,19.2583,0,2
646,1,1,"Harper, Mr. Henry Sleeper",1,48,1,0,PC 17572,76.7292,4,2
647,0,3,"Cor, Mr. Liudevit",1,19,0,0,349231,7.8958,0,1
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",1,56,0,0,13213,35.5,1,2
649,0,3,"Willey, Mr. Edward",1,0,0,0,S.O./P.P. 751,7.55,0,1
650,1,3,"Stanley, Miss. Amy Zillah Elsie",2,23,0,0,CA. 2314,7.55,0,1
651,0,3,"Mitkoff, Mr. Mito",1,0,0,0,349221,7.8958,0,1
652,1,2,"Doling, Miss. Elsie",2,18,0,1,231919,23,0,1
653,0,3,"Kalvik, Mr. Johannes Halvorsen",1,21,0,0,8475,8.4333,0,1
654,1,3,"O'Leary, Miss. Hanora ""Norah""",2,0,0,0,330919,7.8292,0,3
655,0,3,"Hegarty, Miss. Hanora ""Nora""",2,18,0,0,365226,6.75,0,3
656,0,2,"Hickman, Mr. Leonard Mark",1,24,2,0,S.O.C. 14879,73.5,0,1
657,0,3,"Radeff, Mr. Alexander",1,0,0,0,349223,7.8958,0,1
658,0,3,"Bourke, Mrs. John (Catherine)",2,32,1,1,364849,15.5,0,3
659,0,2,"Eitemiller, Mr. George Floyd",1,23,0,0,29751,13,0,1
660,0,1,"Newell, Mr. Arthur Webster",1,58,0,2,35273,113.275,4,2
661,1,1,"Frauenthal, Dr. Henry William",1,50,2,0,PC 17611,133.65,0,1
662,0,3,"Badt, Mr. Mohamed",1,40,0,0,2623,7.225,0,2
663,0,1,"Colley, Mr. Edward Pomeroy",1,47,0,0,5727,25.5875,5,1
664,0,3,"Coleff, Mr. Peju",1,36,0,0,349210,7.4958,0,1
665,1,3,"Lindqvist, Mr. Eino William",1,20,1,0,STON/O 2. 3101285,7.925,0,1
666,0,2,"Hickman, Mr. Lewis",1,32,2,0,S.O.C. 14879,73.5,0,1
667,0,2,"Butler, Mr. Reginald Fenton",1,25,0,0,234686,13,0,1
668,0,3,"Rommetvedt, Mr. Knud Paust",1,0,0,0,312993,7.775,0,1
669,0,3,"Cook, Mr. Jacob",1,43,0,0,A/5 3536,8.05,0,1
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",2,0,1,0,19996,52,3,1
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",2,40,1,1,29750,39,0,1
672,0,1,"Davidson, Mr. Thornton",1,31,1,0,F.C. 12750,52,2,1
673,0,2,"Mitchell, Mr. Henry Michael",1,70,0,0,C.A. 24580,10.5,0,1
674,1,2,"Wilhelms, Mr. Charles",1,31,0,0,244270,13,0,1
675,0,2,"Watson, Mr. Ennis Hastings",1,0,0,0,239856,0,0,1
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",1,18,0,0,349912,7.775,0,1
677,0,3,"Sawyer, Mr. Frederick Charles",1,24.5,0,0,342826,8.05,0,1
678,1,3,"Turja, Miss. Anna Sofia",2,18,0,0,4138,9.8417,0,1
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",2,43,1,6,CA 2144,46.9,0,1
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",1,36,0,1,PC 17755,512.3292,2,2
681,0,3,"Peters, Miss. Katie",2,0,0,0,330935,8.1375,0,3
682,1,1,"Hassab, Mr. Hammad",1,27,0,0,PC 17572,76.7292,4,2
683,0,3,"Olsvigen, Mr. Thor Anderson",1,20,0,0,6563,9.225,0,1
684,0,3,"Goodwin, Mr. Charles Edward",1,14,5,2,CA 2144,46.9,0,1
685,0,2,"Brown, Mr. Thomas William Solomon",1,60,1,1,29750,39,0,1
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",1,25,1,2,SC/Paris 2123,41.5792,0,2
687,0,3,"Panula, Mr. Jaako Arnold",1,14,4,1,3101295,39.6875,0,1
688,0,3,"Dakic, Mr. Branko",1,19,0,0,349228,10.1708,0,1
689,0,3,"Fischer, Mr. Eberhard Thelander",1,18,0,0,350036,7.7958,0,1
690,1,1,"Madill, Miss. Georgette Alexandra",2,15,0,1,24160,211.3375,2,1
691,1,1,"Dick, Mr. Albert Adrian",1,31,1,0,17474,57,2,1
692,1,3,"Karun, Miss. Manca",2,4,0,1,349256,13.4167,0,2
693,1,3,"Lam, Mr. Ali",1,0,0,0,1601,56.4958,0,1
694,0,3,"Saad, Mr. Khalil",1,25,0,0,2672,7.225,0,2
695,0,1,"Weir, Col. John",1,60,0,0,113800,26.55,0,1
696,0,2,"Chapman, Mr. Charles Henry",1,52,0,0,248731,13.5,0,1
697,0,3,"Kelly, Mr. James",1,44,0,0,363592,8.05,0,1
698,1,3,"Mullens, Miss. Katherine ""Katie""",2,0,0,0,35852,7.7333,0,3
699,0,1,"Thayer, Mr. John Borland",1,49,1,1,17421,110.8833,3,2
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",1,42,0,0,348121,7.65,6,1
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",2,18,1,0,PC 17757,227.525,3,2
702,1,1,"Silverthorne, Mr. Spencer Victor",1,35,0,0,PC 17475,26.2875,5,1
703,0,3,"Barbara, Miss. Saiide",2,18,0,1,2691,14.4542,0,2
704,0,3,"Gallagher, Mr. Martin",1,25,0,0,36864,7.7417,0,3
705,0,3,"Hansen, Mr. Henrik Juul",1,26,1,0,350025,7.8542,0,1
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",1,39,0,0,250655,26,0,1
707,1,2,"Kelly, Mrs. Florence ""Fannie""",2,45,0,0,223596,13.5,0,1
708,1,1,"Calderhead, Mr. Edward Pennington",1,42,0,0,PC 17476,26.2875,5,1
709,1,1,"Cleaver, Miss. Alice",2,22,0,0,113781,151.55,0,1
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",1,0,1,1,2661,15.2458,0,2
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",2,24,0,0,PC 17482,49.5042,3,2
712,0,1,"Klaber, Mr. Herman",1,0,0,0,113028,26.55,3,1
713,1,1,"Taylor, Mr. Elmer Zebley",1,48,1,0,19996,52,3,1
714,0,3,"Larsson, Mr. August Viktor",1,29,0,0,7545,9.4833,0,1
715,0,2,"Greenberg, Mr. Samuel",1,52,0,0,250647,13,0,1
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",1,19,0,0,348124,7.65,6,1
717,1,1,"Endres, Miss. Caroline Louise",2,38,0,0,PC 17757,227.525,3,2
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",2,27,0,0,34218,10.5,5,1
719,0,3,"McEvoy, Mr. Michael",1,0,0,0,36568,15.5,0,3
720,0,3,"Johnson, Mr. Malkolm Joackim",1,33,0,0,347062,7.775,0,1
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",2,6,0,1,248727,33,0,1
722,0,3,"Jensen, Mr. Svend Lauritz",1,17,1,0,350048,7.0542,0,1
723,0,2,"Gillespie, Mr. William Henry",1,34,0,0,12233,13,0,1
724,0,2,"Hodges, Mr. Henry Price",1,50,0,0,250643,13,0,1
725,1,1,"Chambers, Mr. Norman Campbell",1,27,1,0,113806,53.1,5,1
726,0,3,"Oreskovic, Mr. Luka",1,20,0,0,315094,8.6625,0,1
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",2,30,3,0,31027,21,0,1
728,1,3,"Mannion, Miss. Margareth",2,0,0,0,36866,7.7375,0,3
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",1,25,1,0,236853,26,0,1
730,0,3,"Ilmakangas, Miss. Pieta Sofia",2,25,1,0,STON/O2. 3101271,7.925,0,1
731,1,1,"Allen, Miss. Elisabeth Walton",2,29,0,0,24160,211.3375,2,1
732,0,3,"Hassan, Mr. Houssein G N",1,11,0,0,2699,18.7875,0,2
733,0,2,"Knight, Mr. Robert J",1,0,0,0,239855,0,0,1
734,0,2,"Berriman, Mr. William John",1,23,0,0,28425,13,0,1
735,0,2,"Troupiansky, Mr. Moses Aaron",1,23,0,0,233639,13,0,1
736,0,3,"Williams, Mr. Leslie",1,28.5,0,0,54636,16.1,0,1
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",2,48,1,3,W./C. 6608,34.375,0,1
738,1,1,"Lesurer, Mr. Gustave J",1,35,0,0,PC 17755,512.3292,2,2
739,0,3,"Ivanoff, Mr. Kanio",1,0,0,0,349201,7.8958,0,1
740,0,3,"Nankoff, Mr. Minko",1,0,0,0,349218,7.8958,0,1
741,1,1,"Hawksford, Mr. Walter James",1,0,0,0,16988,30,4,1
742,0,1,"Cavendish, Mr. Tyrell William",1,36,1,0,19877,78.85,3,1
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",2,21,2,2,PC 17608,262.375,2,2
744,0,3,"McNamee, Mr. Neal",1,24,1,0,376566,16.1,0,1
745,1,3,"Stranden, Mr. Juho",1,31,0,0,STON/O 2. 3101288,7.925,0,1
746,0,1,"Crosby, Capt. Edward Gifford",1,70,1,1,WE/P 5735,71,2,1
747,0,3,"Abbott, Mr. Rossmore Edward",1,16,1,1,C.A. 2673,20.25,0,1
748,1,2,"Sinkkonen, Miss. Anna",2,30,0,0,250648,13,0,1
749,0,1,"Marvin, Mr. Daniel Warner",1,19,1,0,113773,53.1,4,1
750,0,3,"Connaghton, Mr. Michael",1,31,0,0,335097,7.75,0,3
751,1,2,"Wells, Miss. Joan",2,4,1,1,29103,23,0,1
752,1,3,"Moor, Master. Meier",1,6,0,1,392096,12.475,5,1
753,0,3,"Vande Velde, Mr. Johannes Joseph",1,33,0,0,345780,9.5,0,1
754,0,3,"Jonkoff, Mr. Lalio",1,23,0,0,349204,7.8958,0,1
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",2,48,1,2,220845,65,0,1
756,1,2,"Hamalainen, Master. Viljo",1,0.67,1,1,250649,14.5,0,1
757,0,3,"Carlsson, Mr. August Sigfrid",1,28,0,0,350042,7.7958,0,1
758,0,2,"Bailey, Mr. Percy Andrew",1,18,0,0,29108,11.5,0,1
759,0,3,"Theobald, Mr. Thomas Leonard",1,34,0,0,363294,8.05,0,1
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",2,33,0,0,110152,86.5,2,1
761,0,3,"Garfirth, Mr. John",1,0,0,0,358585,14.5,0,1
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",1,41,0,0,SOTON/O2 3101272,7.125,0,1
763,1,3,"Barah, Mr. Hanna Assi",1,20,0,0,2663,7.2292,0,2
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",2,36,1,2,113760,120,2,1
765,0,3,"Eklund, Mr. Hans Linus",1,16,0,0,347074,7.775,0,1
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",2,51,1,0,13502,77.9583,4,1
767,0,1,"Brewe, Dr. Arthur Jackson",1,0,0,0,112379,39.6,0,2
768,0,3,"Mangan, Miss. Mary",2,30.5,0,0,364850,7.75,0,3
769,0,3,"Moran, Mr. Daniel J",1,0,1,0,371110,24.15,0,3
770,0,3,"Gronnestad, Mr. Daniel Danielsen",1,32,0,0,8471,8.3625,0,1
771,0,3,"Lievens, Mr. Rene Aime",1,24,0,0,345781,9.5,0,1
772,0,3,"Jensen, Mr. Niels Peder",1,48,0,0,350047,7.8542,0,1
773,0,2,"Mack, Mrs. (Mary)",2,57,0,0,S.O./P.P. 3,10.5,5,1
774,0,3,"Elias, Mr. Dibo",1,0,0,0,2674,7.225,0,2
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",2,54,1,3,29105,23,0,1
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",1,18,0,0,347078,7.75,0,1
777,0,3,"Tobin, Mr. Roger",1,0,0,0,383121,7.75,6,3
778,1,3,"Emanuel, Miss. Virginia Ethel",2,5,0,0,364516,12.475,0,1
779,0,3,"Kilgannon, Mr. Thomas J",1,0,0,0,36865,7.7375,0,3
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",2,43,0,1,24160,211.3375,2,1
781,1,3,"Ayoub, Miss. Banoura",2,13,0,0,2687,7.2292,0,2
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",2,17,1,0,17474,57,2,1
783,0,1,"Long, Mr. Milton Clyde",1,29,0,0,113501,30,4,1
784,0,3,"Johnston, Mr. Andrew G",1,0,1,2,W./C. 6607,23.45,0,1
785,0,3,"Ali, Mr. William",1,25,0,0,SOTON/O.Q. 3101312,7.05,0,1
786,0,3,"Harmer, Mr. Abraham (David Lishin)",1,25,0,0,374887,7.25,0,1
787,1,3,"Sjoblom, Miss. Anna Sofia",2,18,0,0,3101265,7.4958,0,1
788,0,3,"Rice, Master. George Hugh",1,8,4,1,382652,29.125,0,3
789,1,3,"Dean, Master. Bertram Vere",1,1,1,2,C.A. 2315,20.575,0,1
790,0,1,"Guggenheim, Mr. Benjamin",1,46,0,0,PC 17593,79.2,2,2
791,0,3,"Keane, Mr. Andrew ""Andy""",1,0,0,0,12460,7.75,0,3
792,0,2,"Gaskell, Mr. Alfred",1,16,0,0,239865,26,0,1
793,0,3,"Sage, Miss. Stella Anna",2,0,8,2,CA. 2343,69.55,0,1
794,0,1,"Hoyt, Mr. William Fisher",1,0,0,0,PC 17600,30.6958,0,2
795,0,3,"Dantcheff, Mr. Ristiu",1,25,0,0,349203,7.8958,0,1
796,0,2,"Otter, Mr. Richard",1,39,0,0,28213,13,0,1
797,1,1,"Leader, Dr. Alice (Farnham)",2,49,0,0,17465,25.9292,4,1
798,1,3,"Osman, Mrs. Mara",2,31,0,0,349244,8.6833,0,1
799,0,3,"Ibrahim Shawah, Mr. Yousseff",1,30,0,0,2685,7.2292,0,2
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",2,30,1,1,345773,24.15,0,1
801,0,2,"Ponesell, Mr. Martin",1,34,0,0,250647,13,0,1
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",2,31,1,1,C.A. 31921,26.25,0,1
803,1,1,"Carter, Master. William Thornton II",1,11,1,2,113760,120,2,1
804,1,3,"Thomas, Master. Assad Alexander",1,0.42,0,1,2625,8.5167,0,2
805,1,3,"Hedman, Mr. Oskar Arvid",1,27,0,0,347089,6.975,0,1
806,0,3,"Johansson, Mr. Karl Johan",1,31,0,0,347063,7.775,0,1
807,0,1,"Andrews, Mr. Thomas Jr",1,39,0,0,112050,0,1,1
808,0,3,"Pettersson, Miss. Ellen Natalia",2,18,0,0,347087,7.775,0,1
809,0,2,"Meyer, Mr. August",1,39,0,0,248723,13,0,1
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",2,33,1,0,113806,53.1,5,1
811,0,3,"Alexander, Mr. William",1,26,0,0,3474,7.8875,0,1
812,0,3,"Lester, Mr. James",1,39,0,0,A/4 48871,24.15,0,1
813,0,2,"Slemen, Mr. Richard James",1,35,0,0,28206,10.5,0,1
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",2,6,4,2,347082,31.275,0,1
815,0,3,"Tomlin, Mr. Ernest Portage",1,30.5,0,0,364499,8.05,0,1
816,0,1,"Fry, Mr. Richard",1,0,0,0,112058,0,2,1
817,0,3,"Heininen, Miss. Wendla Maria",2,23,0,0,STON/O2. 3101290,7.925,0,1
818,0,2,"Mallet, Mr. Albert",1,31,1,1,S.C./PARIS 2079,37.0042,0,2
819,0,3,"Holm, Mr. John Fredrik Alexander",1,43,0,0,C 7075,6.45,0,1
820,0,3,"Skoog, Master. Karl Thorsten",1,10,3,2,347088,27.9,0,1
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",2,52,1,1,12749,93.5,2,1
822,1,3,"Lulic, Mr. Nikola",1,27,0,0,315098,8.6625,0,1
823,0,1,"Reuchlin, Jonkheer. John George",1,38,0,0,19972,0,0,1
824,1,3,"Moor, Mrs. (Beila)",2,27,0,1,392096,12.475,5,1
825,0,3,"Panula, Master. Urho Abraham",1,2,4,1,3101295,39.6875,0,1
826,0,3,"Flynn, Mr. John",1,0,0,0,368323,6.95,0,3
827,0,3,"Lam, Mr. Len",1,0,0,0,1601,56.4958,0,1
828,1,2,"Mallet, Master. Andre",1,1,0,2,S.C./PARIS 2079,37.0042,0,2
829,1,3,"McCormack, Mr. Thomas Joseph",1,0,0,0,367228,7.75,0,3
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",2,62,0,0,113572,80,2,0
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",2,15,1,0,2659,14.4542,0,2
832,1,2,"Richards, Master. George Sibley",1,0.83,1,1,29106,18.75,0,1
833,0,3,"Saad, Mr. Amin",1,0,0,0,2671,7.2292,0,2
834,0,3,"Augustsson, Mr. Albert",1,23,0,0,347468,7.8542,0,1
835,0,3,"Allum, Mr. Owen George",1,18,0,0,2223,8.3,0,1
836,1,1,"Compton, Miss. Sara Rebecca",2,39,1,1,PC 17756,83.1583,5,2
837,0,3,"Pasic, Mr. Jakob",1,21,0,0,315097,8.6625,0,1
838,0,3,"Sirota, Mr. Maurice",1,0,0,0,392092,8.05,0,1
839,1,3,"Chip, Mr. Chang",1,32,0,0,1601,56.4958,0,1
840,1,1,"Marechal, Mr. Pierre",1,0,0,0,11774,29.7,3,2
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",1,20,0,0,SOTON/O2 3101287,7.925,0,1
842,0,2,"Mudd, Mr. Thomas Charles",1,16,0,0,S.O./P.P. 3,10.5,0,1
843,1,1,"Serepeca, Miss. Augusta",2,30,0,0,113798,31,0,2
844,0,3,"Lemberopolous, Mr. Peter L",1,34.5,0,0,2683,6.4375,0,2
845,0,3,"Culumovic, Mr. Jeso",1,17,0,0,315090,8.6625,0,1
846,0,3,"Abbing, Mr. Anthony",1,42,0,0,C.A. 5547,7.55,0,1
847,0,3,"Sage, Mr. Douglas Bullen",1,0,8,2,CA. 2343,69.55,0,1
848,0,3,"Markoff, Mr. Marin",1,35,0,0,349213,7.8958,0,2
849,0,2,"Harper, Rev. John",1,28,0,1,248727,33,0,1
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",2,0,1,0,17453,89.1042,3,2
851,0,3,"Andersson, Master. Sigvard Harald Elias",1,4,4,2,347082,31.275,0,1
852,0,3,"Svensson, Mr. Johan",1,74,0,0,347060,7.775,0,1
853,0,3,"Boulos, Miss. Nourelain",2,9,1,1,2678,15.2458,0,2
854,1,1,"Lines, Miss. Mary Conover",2,16,0,1,PC 17592,39.4,4,1
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",2,44,1,0,244252,26,0,1
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",2,18,0,1,392091,9.35,0,1
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",2,45,1,1,36928,164.8667,0,1
858,1,1,"Daly, Mr. Peter Denis ",1,51,0,0,113055,26.55,5,1
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",2,24,0,3,2666,19.2583,0,2
860,0,3,"Razi, Mr. Raihed",1,0,0,0,2629,7.2292,0,2
861,0,3,"Hansen, Mr. Claus Peter",1,41,2,0,350026,14.1083,0,1
862,0,2,"Giles, Mr. Frederick Edward",1,21,1,0,28134,11.5,0,1
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",2,48,0,0,17466,25.9292,4,1
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",2,0,8,2,CA. 2343,69.55,0,1
865,0,2,"Gill, Mr. John William",1,24,0,0,233866,13,0,1
866,1,2,"Bystrom, Mrs. (Karolina)",2,42,0,0,236852,13,0,1
867,1,2,"Duran y More, Miss. Asuncion",2,27,1,0,SC/PARIS 2149,13.8583,0,2
868,0,1,"Roebling, Mr. Washington Augustus II",1,31,0,0,PC 17590,50.4958,1,1
869,0,3,"van Melkebeke, Mr. Philemon",1,0,0,0,345777,9.5,0,1
870,1,3,"Johnson, Master. Harold Theodor",1,4,1,1,347742,11.1333,0,1
871,0,3,"Balkic, Mr. Cerin",1,26,0,0,349248,7.8958,0,1
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",2,47,1,1,11751,52.5542,4,1
873,0,1,"Carlsson, Mr. Frans Olof",1,33,0,0,695,5,2,1
874,0,3,"Vander Cruyssen, Mr. Victor",1,47,0,0,345765,9,0,1
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",2,28,1,0,P/PP 3381,24,0,2
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",2,15,0,0,2667,7.225,0,2
877,0,3,"Gustafsson, Mr. Alfred Ossian",1,20,0,0,7534,9.8458,0,1
878,0,3,"Petroff, Mr. Nedelio",1,19,0,0,349212,7.8958,0,1
879,0,3,"Laleff, Mr. Kristo",1,0,0,0,349217,7.8958,0,1
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",2,56,0,1,11767,83.1583,3,2
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",2,25,0,1,230433,26,0,1
882,0,3,"Markun, Mr. Johann",1,33,0,0,349257,7.8958,0,1
883,0,3,"Dahlberg, Miss. Gerda Ulrika",2,22,0,0,7552,10.5167,0,1
884,0,2,"Banfield, Mr. Frederick James",1,28,0,0,C.A./SOTON 34068,10.5,0,1
885,0,3,"Sutehall, Mr. Henry Jr",1,25,0,0,SOTON/OQ 392076,7.05,0,1
886,0,3,"Rice, Mrs. William (Margaret Norton)",2,39,0,5,382652,29.125,0,3
887,0,2,"Montvila, Rev. Juozas",1,27,0,0,211536,13,0,1
888,1,1,"Graham, Miss. Margaret Edith",2,19,0,0,112053,30,2,1
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",2,0,1,2,W./C. 6607,23.45,0,1
890,1,1,"Behr, Mr. Karl Howell",1,26,0,0,111369,30,3,2
891,0,3,"Dooley, Mr. Patrick",1,32,0,0,370376,7.75,0,3
503,0,3,"O'Sullivan, Miss. Bridget Mary",2,0,0,0,330909,7.6292,0,3
504,0,3,"Laitinen, Miss. Kristina Sofia",2,37,0,0,4135,9.5875,0,1
505,1,1,"Maioni, Miss. Roberta",2,16,0,0,110152,86.5,2,1
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",1,18,1,0,PC 17758,108.9,3,2
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",2,33,0,2,26360,26,0,1
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",1,0,0,0,111427,26.55,0,1
509,0,3,"Olsen, Mr. Henry Margido",1,28,0,0,C 4001,22.525,0,1
510,1,3,"Lang, Mr. Fang",1,26,0,0,1601,56.4958,0,1
511,1,3,"Daly, Mr. Eugene Patrick",1,29,0,0,382651,7.75,0,3
512,0,3,"Webber, Mr. James",1,0,0,0,SOTON/OQ 3101316,8.05,0,1
513,1,1,"McGough, Mr. James Robert",1,36,0,0,PC 17473,26.2875,5,1
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",2,54,1,0,PC 17603,59.4,0,2
515,0,3,"Coleff, Mr. Satio",1,24,0,0,349209,7.4958,0,1
516,0,1,"Walker, Mr. William Anderson",1,47,0,0,36967,34.0208,4,1
517,1,2,"Lemore, Mrs. (Amelia Milley)",2,34,0,0,C.A. 34260,10.5,6,1
518,0,3,"Ryan, Mr. Patrick",1,0,0,0,371110,24.15,0,3
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",2,36,1,0,226875,26,0,1
520,0,3,"Pavlovic, Mr. Stefo",1,32,0,0,349242,7.8958,0,1
521,1,1,"Perreault, Miss. Anne",2,30,0,0,12749,93.5,2,1
522,0,3,"Vovk, Mr. Janko",1,22,0,0,349252,7.8958,0,1
523,0,3,"Lahoud, Mr. Sarkis",1,0,0,0,2624,7.225,0,2
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",2,44,0,1,111361,57.9792,2,2
525,0,3,"Kassem, Mr. Fared",1,0,0,0,2700,7.2292,0,2
526,0,3,"Farrell, Mr. James",1,40.5,0,0,367232,7.75,0,3
527,1,2,"Ridsdale, Miss. Lucy",2,50,0,0,W./C. 14258,10.5,0,1
528,0,1,"Farthing, Mr. John",1,0,0,0,PC 17483,221.7792,3,1
